Time North East
12:04:38 4734072.987 268251.666
12:04:40 4734070.546 268248.942
12:04:42 4734066.956 268249.163
12:04:44 4734067.498 268246.814
12:04:46 4734064.373 268244.250
12:04:48 4734064.201 268241.990
12:04:50 4734064.326 268239.193
12:04:52 4734063.738 268235.553
12:04:54 4734065.110 268232.411
12:04:56 4734067.023 268230.608
12:04:58 4734067.734 268225.987
12:05:00 4734067.693 268223.526
12:05:02 4734067.573 268219.742
12:05:04 4734071.780 268217.675
12:05:06 4734074.978 268217.190
12:05:08 4734077.267 268217.062
12:05:10 4734076.942 268219.396
12:05:12 4734080.084 268219.638
12:05:14 4734083.331 268220.430
12:05:16 4734087.271 268222.658
12:05:18 4734090.046 268224.618
12:05:20 4734092.487 268227.364
12:05:22 4734096.027 268229.555
12:05:24 4734098.770 268231.559
12:05:26 4734101.280 268234.057
12:05:28 4734104.474 268236.441
12:05:30 4734107.413 268240.889
12:05:32 4734110.119 268243.985
12:05:34 4734114.148 268245.418
12:05:36 4734115.797 268248.730
12:05:38 4734120.156 268250.447
12:05:40 4734122.194 268253.202
12:05:42 4734125.753 268255.735
12:05:44 4734128.951 268258.006
12:05:46 4734131.816 268260.060
12:05:48 4734134.314 268264.766
12:05:50 4734137.399 268267.625
12:05:52 4734141.085 268269.137
12:05:54 4734142.887 268271.566
12:05:56 4734145.998 268274.585
12:05:58 4734152.973 268276.549
12:06:00 4734155.224 268279.425
12:06:02 4734158.953 268281.509
12:06:04 4734161.536 268283.667
12:06:06 4734164.260 268286.241
12:06:08 4734167.546 268288.651
12:06:10 4734170.558 268291.826
12:06:12 4734174.665 268293.694
12:06:14 4734173.922 268293.737
12:06:16 4734177.185 268291.296
12:06:18 4734176.803 268291.648
12:06:20 4734177.378 268289.231
12:06:22 4734180.313 268287.348
12:06:24 4734180.795 268284.951
12:06:26 4734180.690 268282.557
12:06:28 4734180.625 268279.890
12:06:30 4734177.097 268277.358
12:06:32 4734176.961 268275.874
12:06:34 4734178.129 268273.294
12:06:36 4734174.660 268270.833
12:06:38 4734174.648 268268.419
12:06:40 4734171.458 268265.921
12:06:42 4734171.385 268263.505
12:06:44 4734168.185 268261.303
12:06:46 4734168.426 268261.493
12:06:48 4734165.648 268259.601
12:06:50 4734166.384 268256.984
12:06:52 4734165.959 268254.921
12:06:54 4734163.348 268249.915
12:06:56 4734162.944 268247.237
12:06:58 4734159.408 268244.910
12:07:00 4734156.492 268242.558
12:07:02 4734156.494 268243.401
12:07:04 4734154.647 268240.470
12:07:06 4734150.815 268238.702
12:07:08 4734148.612 268238.081
12:07:10 4734144.853 268235.997
12:07:12 4734142.281 268233.474
12:07:14 4734139.065 268230.862
12:07:16 4734135.746 268228.519
12:07:18 4734132.803 268226.029
12:07:20 4734126.482 268225.726
12:07:22 4734123.346 268223.458
12:07:24 4734120.480 268221.449
12:07:26 4734117.980 268218.633
12:07:28 4734114.361 268216.052
12:07:30 4734108.000 268214.177
12:07:32 4734105.753 268213.965
12:07:34 4734102.565 268211.399
12:07:36 4734099.303 268209.217
12:07:38 4734096.583 268206.530
12:07:40 4734093.053 268206.799
12:07:42 4734090.563 268204.620
12:07:44 4734087.733 268204.298
12:07:46 4734084.427 268201.568
12:07:48 4734084.017 268199.983
12:07:50 4734081.981 268197.160
12:07:52 4734081.389 268195.455
12:07:54 4734082.369 268190.205
12:07:56 4734081.457 268187.920
12:07:58 4734081.553 268185.988
12:08:00 4734082.100 268183.479
12:08:02 4734084.928 268181.115
12:08:04 4734084.764 268178.627
12:08:06 4734087.569 268178.790
12:08:08 4734090.744 268178.987
12:08:10 4734093.869 268181.574
12:08:12 4734097.162 268183.757
12:08:14 4734099.960 268184.124
12:08:16 4734103.351 268186.128
12:08:18 4734105.813 268189.147
12:08:20 4734109.739 268190.873
12:08:22 4734111.888 268191.264
12:08:24 4734115.335 268193.452
12:08:26 4734118.069 268195.729
12:08:28 4734121.024 268196.033
12:08:30 4734121.222 268198.408
12:08:32 4734124.361 268200.586
12:08:34 4734127.176 268200.452
12:08:36 4734129.838 268203.957
12:08:38 4734134.401 268206.000
12:08:40 4734136.973 268205.768
12:08:42 4734136.605 268203.843
12:08:44 4734137.104 268203.700
12:08:46 4734136.962 268201.486
12:08:48 4734140.270 268197.681
12:08:50 4734141.216 268195.276
12:08:52 4734141.093 268192.494
12:08:54 4734140.581 268187.491
12:08:56 4734140.069 268185.265
12:08:58 4734140.226 268183.357
12:09:00 4734140.865 268179.030
12:09:02 4734141.226 268176.560
12:09:04 4734141.039 268173.844
12:09:06 4734140.602 268169.389
12:09:08 4734137.749 268166.971
12:09:10 4734137.699 268166.628
12:09:12 4734134.203 268164.962
12:09:14 4734132.120 268164.460
12:09:16 4734128.444 268164.496
12:09:18 4734128.655 268164.662
12:09:20 4734125.777 268164.839
12:09:22 4734123.070 268164.497
12:09:24 4734119.657 268164.064
12:09:26 4734116.207 268161.967
12:09:28 4734113.539 268161.400
12:09:30 4734109.793 268161.661
12:09:32 4734107.304 268159.460
12:09:34 4734104.446 268159.022
12:09:36 4734103.970 268159.416
12:09:38 4734101.525 268156.807
12:09:40 4734098.101 268156.692
12:09:42 4734095.104 268153.973
12:09:44 4734094.539 268157.005
12:09:46 4734092.423 268159.325
12:09:48 4734092.526 268160.831
12:09:50 4734088.310 268163.149
12:09:52 4734088.469 268165.773
12:09:54 4734088.859 268167.972
12:09:56 4734085.571 268170.229
12:09:58 4734085.629 268172.190
12:10:00 4734082.108 268172.208
12:10:02 4734079.135 268174.271
12:10:04 4734078.984 268174.198
12:10:06 4734075.725 268176.502
12:10:08 4734075.907 268176.622
12:10:10 4734072.913 268178.412
12:10:12 4734072.394 268178.235
12:10:14 4734072.084 268181.025
12:10:16 4734069.708 268180.946
12:10:18 4734069.641 268182.947
12:10:20 4734069.266 268183.094
12:10:22 4734069.492 268182.805
12:10:24 4734069.061 268183.679
12:10:26 4734070.298 268182.696
12:10:28 4734068.903 268182.854
12:10:30 4734066.091 268182.896
12:10:32 4734069.361 268183.029
12:10:34 4734069.390 268183.075
12:10:36 4734069.462 268182.759
12:10:38 4734065.944 268182.686
12:10:40 4734066.006 268182.688
12:10:42 4734065.993 268183.075
12:10:44 4734069.610 268182.969
12:10:46 4734069.220 268185.369
12:10:48 4734069.401 268185.512
12:10:50 4734069.597 268185.200
12:10:52 4734069.153 268185.526
12:10:54 4734069.608 268185.792
12:10:56 4734069.961 268185.371
12:10:58 4734069.371 268185.465
12:11:00 4734069.523 268185.539
12:11:02 4734066.532 268185.416
12:11:04 4734066.525 268184.710
12:11:06 4734065.538 268185.587
12:11:08 4734066.780 268185.379
12:11:10 4734066.434 268185.572
12:11:12 4734066.644 268187.583
12:11:14 4734066.274 268187.570
